"numcas"                                         ;"nomsa"                                 ;"natureetude"         ;"DL50/CL50" ;"valeur"         ;"unite" ;"espece"  ;"sexe"
"127277-53-6"                                        ;"prohexadione-calcium"                   ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"24579-73-5"                                         ;"propamocarbe"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"24579-73-5"                                         ;"propamocarbe"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">5.01"          ;"mg/L"  ;"rat"     ;"MF"
"24579-73-5"                                         ;"propamocarbe"                           ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"111479-05-1"                                        ;"propaquizafop"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"111479-05-1"                                        ;"propaquizafop"                          ;"Toxicite aigue inhalation" ;"CL50"      ;">2.5"           ;"mg/L"  ;"rat"     ;""
"111479-05-1"                                        ;"propaquizafop"                          ;"Toxicite aigue VO"         ;"DL50"      ;"5000"           ;"mg/kg" ;"rat"     ;"MF"
"181274-15-7"                                        ;"propoxycarbazone"                       ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"181274-15-7"                                        ;"propoxycarbazone"                       ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5,03"         ;"mg/L"  ;"rat"     ;"MF"
"181274-15-7"                                        ;"propoxycarbazone"                       ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"23950-58-5"                                         ;"propyzamide"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"23950-58-5"                                         ;"propyzamide"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"> 2.1"          ;"mg/L"  ;"rat"     ;"MF"
"23950-58-5"                                         ;"propyzamide"                            ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"189278-12-4 "                                       ;"proquinazid"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"189278-12-4 "                                       ;"proquinazid"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">5.2"           ;"mg/L"  ;"rat"     ;""
"189278-12-4 "                                       ;"proquinazid"                            ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"52888-80-9"                                         ;"prosulfocarbe"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"52888-80-9"                                         ;"prosulfocarbe"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.72"         ;"mg/L"  ;"rat"     ;""
"52888-80-9"                                         ;"prosulfocarbe"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1958"           ;"mg/kg" ;"rat"     ;"F"
"52888-80-9"                                         ;"prosulfocarbe"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1820"           ;"mg/kg" ;"rat"     ;"M"
"94125-34-5"                                         ;"prosulfuron"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"94125-34-5"                                         ;"prosulfuron"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">5.4"           ;"mg/L"  ;"rat"     ;"MF"
"94125-34-5"                                         ;"prosulfuron"                            ;"Toxicite aigue VO"         ;"DL50"      ;"986"            ;"mg/kg" ;"rat"     ;"MF"
"178928-70-6"                                        ;"prothioconazole"                        ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"178928-70-6"                                        ;"prothioconazole"                        ;"Toxicite aigue inhalation" ;"CL50"      ;">4.5"           ;"mg/L"  ;"rat"     ;""
"178928-70-6"                                        ;"prothioconazole"                        ;"Toxicite aigue VO"         ;"DL50"      ;">6200"          ;"mg/kg" ;"rat"     ;""
"175013-18-0"                                        ;"pyraclostrobine"                        ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"175013-18-0"                                        ;"pyraclostrobine"                        ;"Toxicite aigue inhalation" ;"CL50"      ;"0.69"           ;"mg/L"  ;"rat"     ;""
"175013-18-0"                                        ;"pyraclostrobine"                        ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"129630-19-9"                                        ;"pyraflufen ethyl"                       ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"129630-19-9"                                        ;"pyraflufen ethyl"                       ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5.03"         ;"mg/L"  ;"rat"     ;"MF"
"129630-19-9"                                        ;"pyraflufen ethyl"                       ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"129630-19-9"                                        ;"pyraflufen ethyl"                       ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"souris"  ;"MF"
"8003-34-7"                                          ;"pyrethrines"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;""
"8003-34-7"                                          ;"pyrethrines"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"3,9"            ;"mg/L"  ;"rat"     ;"M"
"8003-34-7"                                          ;"pyrethrines"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"2,5"            ;"mg/L"  ;"rat"     ;"F"
"8003-34-7"                                          ;"pyrethrines"                            ;"Toxicite aigue VO"         ;"DL50"      ;"700"            ;"mg/kg" ;"rat"     ;"F"
"8003-34-7"                                          ;"pyrethrines"                            ;"Toxicite aigue VO"         ;"DL50"      ;"1030"           ;"mg/kg" ;"rat"     ;"F"
"96489-71-3"                                         ;"pyridabene"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"96489-71-3"                                         ;"pyridabene"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"96489-71-3"                                         ;"pyridabene"                             ;"Toxicite aigue inhalation" ;"CL50"      ;"0.62 - 0.66"    ;"mg/L"  ;"rat"     ;"MF"
"96489-71-3"                                         ;"pyridabene"                             ;"Toxicite aigue VO"         ;"DL50"      ;"358"            ;"mg/kg" ;"rat"     ;"F"
"96489-71-3"                                         ;"pyridabene"                             ;"Toxicite aigue VO"         ;"DL50"      ;"168"            ;"mg/kg" ;"souris"  ;"F"
"96489-71-3"                                         ;"pyridabene"                             ;"Toxicite aigue VO"         ;"DL50"      ;"435"            ;"mg/kg" ;"rat"     ;"M"
"96489-71-3"                                         ;"pyridabene"                             ;"Toxicite aigue VO"         ;"DL50"      ;"194"            ;"mg/kg" ;"souris"  ;"M"
"55512-33-9"                                         ;"pyridate"                               ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"55512-33-9"                                         ;"pyridate"                               ;"Toxicite aigue inhalation" ;"CL50"      ;">4.37"          ;"mg/L"  ;"rat"     ;"MF"
"55512-33-9"                                         ;"pyridate"                               ;"Toxicite aigue VO"         ;"DL50"      ;"> 10000"        ;"mg/kg" ;"souris"  ;"MF"
"55512-33-9"                                         ;"pyridate"                               ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"53112-28-0"                                         ;"pyrimethanil"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"53112-28-0"                                         ;"pyrimethanil"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">1.98"          ;"mg/L"  ;"rat"     ;""
"53112-28-0"                                         ;"pyrimethanil"                           ;"Toxicite aigue VO"         ;"DL50"      ;"5971"           ;"mg/kg" ;"rat"     ;"F"
"53112-28-0"                                         ;"pyrimethanil"                           ;"Toxicite aigue VO"         ;"DL50"      ;"4149"           ;"mg/kg" ;"rat"     ;"M"
"23103-98-2"                                         ;"pyrimicarbe"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"23103-98-2"                                         ;"pyrimicarbe"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"0.95 / 0.86"    ;"mg/L"  ;"rat"     ;"MF"
"23103-98-2"                                         ;"pyrimicarbe"                            ;"Toxicite aigue VO"         ;"DL50"      ;"152 / 142"      ;"mg/kg" ;"rat"     ;"MF"
"29232-93-7"                                         ;"pyrimiphos-methyl"                      ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"29232-93-7"                                         ;"pyrimiphos-methyl"                      ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.7"          ;"mg/L"  ;"rat"     ;"MF"
"29232-93-7"                                         ;"pyrimiphos-methyl"                      ;"Toxicite aigue VO"         ;"DL50"      ;"1414"           ;"mg/kg" ;"rat"     ;"MF"
"688046-61-9"                                        ;"pyriofenone"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"688046-61-9"                                        ;"pyriofenone"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">5,18"          ;"mg/L"  ;"rat"     ;"NS"
"688046-61-9"                                        ;"pyriofenone"                            ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"95737-68-1"                                         ;"pyriproxyfen"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"95737-68-1"                                         ;"pyriproxyfen"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 1.3"          ;"mg/L"  ;"rat"     ;"MF"
"95737-68-1"                                         ;"pyriproxyfen"                           ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"422556-08-9"                                        ;"pyroxsulame"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"422556-08-9"                                        ;"pyroxsulame"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5,12"         ;"mg/L"  ;"rat"     ;"MF"
"422556-08-9"                                        ;"pyroxsulame"                            ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
"90717-03-6"                                         ;"Quinmerac"                              ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"90717-03-6"                                         ;"Quinmerac"                              ;"Toxicite aigue inhalation" ;"CL50"      ;">5.4"           ;"mg/L"  ;"rat"     ;"MF"
"90717-03-6"                                         ;"Quinmerac"                              ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"90717-03-6"                                         ;"Quinmerac"                              ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"souris"  ;"MF"
"2797-51-5"                                          ;"quinoclamine"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"2797-51-5"                                          ;"quinoclamine"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 0.79"         ;"mg/L"  ;"rat"     ;"MF"
"2797-51-5"                                          ;"quinoclamine"                           ;"Toxicite aigue VO"         ;"DL50"      ;"200 - 500"      ;"mg/kg" ;"rat"     ;""
"100646-51-3"                                        ;"quizalofop-P-ethyl"                     ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;""
"100646-51-3"                                        ;"quizalofop-P-ethyl"                     ;"Toxicite aigue inhalation" ;"CL50"      ;"5.8"            ;"mg/L"  ;"rat"     ;""
"100646-51-3"                                        ;"quizalofop-P-ethyl"                     ;"Toxicite aigue VO"         ;"DL50"      ;"1182"           ;"mg/kg" ;"rat"     ;"F"
"122931-48-0"                                        ;"rimsulfuron"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"122931-48-0"                                        ;"rimsulfuron"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">5.4"           ;"mg/L"  ;"rat"     ;""
"122931-48-0"                                        ;"rimsulfuron"                            ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"874967-67-6"                                        ;"sedaxane"                               ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"874967-67-6"                                        ;"sedaxane"                               ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5.25"         ;"mg/L"  ;"rat"     ;"MF"
"874967-67-6"                                        ;"sedaxane"                               ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
"175217-20-6"                                        ;"silthiofam"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"175217-20-6"                                        ;"silthiofam"                             ;"Toxicite aigue inhalation" ;"CL50"      ;"> 2,8"          ;"mg/L"  ;"rat"     ;"MF"
"175217-20-6"                                        ;"silthiofam"                             ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"130561-48-7"                                        ;"sintofen"                               ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"130561-48-7"                                        ;"sintofen"                               ;"Toxicite aigue inhalation" ;"CL50"      ;">7.34"          ;"mg/L"  ;"rat"     ;""
"130561-48-7"                                        ;"sintofen"                               ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"87392-12-9"                                         ;"s-metolachlore"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;""
"87392-12-9"                                         ;"s-metolachlore"                         ;"Toxicite aigue inhalation" ;"CL50"      ;">2.91"          ;"mg/L"  ;"rat"     ;""
"87392-12-9"                                         ;"s-metolachlore"                         ;"Toxicite aigue VO"         ;"DL50"      ;"2577"           ;"mg/kg" ;"rat"     ;"F"
"87392-12-9"                                         ;"s-metolachlore"                         ;"Toxicite aigue VO"         ;"DL50"      ;"3267"           ;"mg/kg" ;"rat"     ;"M"
"7704-34-9"                                          ;"soufre"                                 ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"7704-34-9"                                          ;"soufre"                                 ;"Toxicite aigue inhalation" ;"CL50"      ;"2.56"           ;"mg/L"  ;"rat"     ;"MF"
"7704-34-9"                                          ;"soufre"                                 ;"Toxicite aigue inhalation" ;"CL50"      ;">5.43"          ;"mg/L"  ;"rat"     ;""
"7704-34-9"                                          ;"soufre"                                 ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"935545-74-7 (Spinetoram)"                           ;"spinetoram"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"935545-74-7 (Spinetoram)"                           ;"spinetoram"                             ;"Toxicite aigue inhalation" ;"CL50"      ;">5"             ;"mg/L"  ;"rat"     ;""
"935545-74-7 (Spinetoram)"                           ;"spinetoram"                             ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"168316-95-8"                                        ;"spinosad"                               ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"lapin"   ;""
"168316-95-8"                                        ;"spinosad"                               ;"Toxicite aigue inhalation" ;"CL50"      ;">5.18"          ;"mg/L"  ;"rat"     ;""
"168316-95-8"                                        ;"spinosad"                               ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"148477-71-8"                                        ;"spirodiclofen"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;""
"148477-71-8"                                        ;"spirodiclofen"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5"            ;"mg/L"  ;"rat"     ;""
"148477-71-8"                                        ;"spirodiclofen"                          ;"Toxicite aigue VO"         ;"DL50"      ;"> 2500"         ;"mg/kg" ;"rat"     ;""
"203313-25-1"                                        ;"spirotetramate"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"203313-25-1"                                        ;"spirotetramate"                         ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4.18"         ;"mg/L"  ;"rat"     ;"MF"
"203313-25-1"                                        ;"spirotetramate"                         ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"1068"           ;"mg/kg" ;"rat"     ;"F"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 1600"         ;"mg/kg" ;"rat"     ;"M"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"2,772"          ;"mg/L"  ;"rat"     ;"M"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"1,982"          ;"mg/L"  ;"rat"     ;"F"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"500"            ;"mg/kg" ;"rat"     ;"F"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"561"            ;"mg/kg" ;"souris"  ;"F"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"460"            ;"mg/kg" ;"souris"  ;"M"
"118134-30-8"                                        ;"spiroxamine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"595"            ;"mg/kg" ;"rat"     ;"M"
"99105-77-8"                                         ;"sulcotrione"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;">4000"          ;"mg/kg" ;"lapin"   ;"MF"
"99105-77-8"                                         ;"sulcotrione"                            ;"Toxicite aigue inhalation" ;"CL50"      ;">1.63"          ;"mg/L"  ;"rat"     ;"MF"
"99105-77-8"                                         ;"sulcotrione"                            ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue inhalation" ;"CL50"      ;">1.10"          ;"mg/L"  ;"rat"     ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"750 - 1800"     ;"mg/kg" ;"souris"  ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1410"           ;"mg/kg" ;"souris"  ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1520"           ;"mg/kg" ;"souris"  ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"984 - 2778"     ;"mg/kg" ;"lapin"   ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1200"           ;"mg/kg" ;"cobaye"  ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"2102"           ;"mg/kg" ;"rat"     ;"F"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1487"           ;"mg/kg" ;"rat"     ;"M"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1300"           ;"mg/kg" ;"chien"   ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1750"           ;"mg/kg" ;"rat"     ;"MF"
"7782-63-0"                                          ;"sulfate de fer"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1595"           ;"mg/kg" ;"rat"     ;"MF"
"141776-32-1"                                        ;"Sulfosulfuron"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"141776-32-1"                                        ;"Sulfosulfuron"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"> 3.0"          ;"mg/L"  ;"rat"     ;"MF"
"141776-32-1"                                        ;"Sulfosulfuron"                          ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"102851-06-9"                                        ;"tau-fluvalinate"                        ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"102851-06-9"                                        ;"tau-fluvalinate"                        ;"Toxicite aigue inhalation" ;"CL50"      ;""               ;"mg/L"  ;""        ;""
"102851-06-9"                                        ;"tau-fluvalinate"                        ;"Toxicite aigue VO"         ;"DL50"      ;"546"            ;"mg/kg" ;"rat"     ;""
"107534-96-3"                                        ;"tebuconazole"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;""
"107534-96-3"                                        ;"tebuconazole"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5.093"        ;"mg/L"  ;"rat"     ;""
"107534-96-3"                                        ;"tebuconazole"                           ;"Toxicite aigue VO"         ;"DL50"      ;"1700"           ;"mg/kg" ;"rat"     ;"F"
"112410-23-8"                                        ;"tebufenozide"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"112410-23-8"                                        ;"tebufenozide"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">4.3"           ;"mg/L"  ;"rat"     ;"MF"
"112410-23-8"                                        ;"tebufenozide"                           ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;"MF"
"112410-23-8"                                        ;"tebufenozide"                           ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"souris"  ;"MF"
"119168-77-3"                                        ;"tebufenpyrad"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"119168-77-3"                                        ;"tebufenpyrad"                           ;"Toxicite aigue inhalation" ;"CL50"      ;"2,7"            ;"mg/L"  ;"rat"     ;"MF"
"119168-77-3"                                        ;"tebufenpyrad"                           ;"Toxicite aigue VO"         ;"DL50"      ;"224"            ;"mg/kg" ;"souris"  ;"M"
"119168-77-3"                                        ;"tebufenpyrad"                           ;"Toxicite aigue VO"         ;"DL50"      ;"202-320"        ;"mg/kg" ;""        ;""
"119168-77-3"                                        ;"tebufenpyrad"                           ;"Toxicite aigue VO"         ;"DL50"      ;"595"            ;"mg/kg" ;"rat"     ;"M"
"119168-77-3"                                        ;"tebufenpyrad"                           ;"Toxicite aigue VO"         ;"DL50"      ;"210"            ;"mg/kg" ;"souris"  ;"F"
"119168-77-3"                                        ;"tebufenpyrad"                           ;"Toxicite aigue VO"         ;"DL50"      ;"997"            ;"mg/kg" ;"rat"     ;"F"
"83121-18-0"                                         ;"teflubenzuron"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"83121-18-0"                                         ;"teflubenzuron"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"1.71"           ;"mg/L"  ;"rat"     ;""
"83121-18-0"                                         ;"teflubenzuron"                          ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"souris"  ;""
"83121-18-0"                                         ;"teflubenzuron"                          ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"177"            ;"mg/kg" ;"rat"     ;"F"
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"316"            ;"mg/kg" ;"rat"     ;"M"
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"0,0491"         ;"mg/L"  ;"rat"     ;"M"
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"0.0371"         ;"mg/L"  ;"rat"     ;"F"
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"45,6"           ;"mg/kg" ;"souris"  ;"M"
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"21.8"           ;"mg/kg" ;"rat"     ;"M"
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"34,6"           ;"mg/kg" ;"rat"     ;"F"
"79538-32-2"                                         ;"tefluthrine"                            ;"Toxicite aigue VO"         ;"DL50"      ;"56,5"           ;"mg/kg" ;"souris"  ;"F"
"335104-84-2"                                        ;"tembotrione"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"335104-84-2"                                        ;"tembotrione"                            ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4,58"         ;"mg/L"  ;"rat"     ;"MF"
"335104-84-2"                                        ;"tembotrione"                            ;"Toxicite aigue VO"         ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"F"
"5915-41-3"                                          ;"terbuthylazine"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"5915-41-3"                                          ;"terbuthylazine"                         ;"Toxicite aigue inhalation" ;"CL50"      ;"> 5.3"          ;"mg/L"  ;"rat"     ;"MF"
"5915-41-3"                                          ;"terbuthylazine"                         ;"Toxicite aigue VO"         ;"DL50"      ;"1000-1590"      ;"mg/kg" ;"rat"     ;"MF"
"112281-77-3"                                        ;"tetraconazole"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"112281-77-3"                                        ;"tetraconazole"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"3,66"           ;"mg/L"  ;""        ;""
"112281-77-3"                                        ;"tetraconazole"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1250"           ;"mg/kg" ;"rat"     ;"M"
"112281-77-3"                                        ;"tetraconazole"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1031"           ;"mg/kg" ;"rat"     ;"F"
"148-79-8"                                           ;"thiabendazole"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"148-79-8"                                           ;"thiabendazole"                          ;"Toxicite aigue inhalation" ;"CL50"      ;"> 0.5"          ;"mg/L"  ;"rat"     ;"MF"
"148-79-8"                                           ;"thiabendazole"                          ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"F"
"111988-49-9"                                        ;"thiacloprid"                            ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
